,DEPOT,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,C097,C098,C099,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150,C151,C152,C153,C154,C155,C156,C157,C158,C159,C160,C161,C162,C163,C164,C165,C166,C167,C168,C169,C170,C171,C172,C173,C174,C175,C176,C177,C178,C179,C180,C181,C182,C183,C184,C185,C186,C187,C188,C189,C190,C191,C192,C193,C194,C195,C196,C197,C198,C199,C200,EVS01816,EVS03706,EVS01192,EVS00826,EVS01689,EVS04365,EVS01245,EVS02923,EVS02443,EVS00810,EVS00552,EVS04298,EVS04889,EVS02893,EVS04734,EVS01509,EVS02225,EVS04773,EVS01283,EVS02094,EVS03684,EVS04400,EVS00534,EVS02556,EVS01342,EVS03542,EVS02273,EVS03776,EVS04293,EVS00405
C176,876.1,526.6,288.3,1899.6,392.2,405.5,426.9,2091.5,654.6,858.2,921.8,519.5,229.7,789.2,633.7,765.9,923.1,586.9,1032.8,834.6,1054.0,222.6,2223.0,575.4,812.7,257.2,882.2,882.0,901.8,936.9,749.9,2128.1,449.2,801.2,813.3,1049.9,1488.0,262.7,1085.8,366.1,166.1,965.9,997.5,1016.1,774.7,841.6,2265.7,1038.5,1581.7,1856.9,585.6,667.9,694.9,786.5,2253.1,1024.8,884.9,986.9,1657.0,1621.9,739.2,1039.8,1579.9,606.8,908.3,589.6,1542.3,1260.1,934.4,1236.1,1166.8,1897.8,280.8,882.4,875.1,851.5,835.0,516.4,864.9,1173.1,480.1,535.7,771.4,114.8,755.5,1868.0,640.5,895.1,470.6,1527.2,989.4,266.4,1399.5,1521.1,787.5,855.1,877.2,582.8,837.8,646.2,291.9,1488.7,1845.5,1506.5,1967.5,502.1,766.8,595.8,369.3,371.8,682.7,1081.5,318.9,187.6,811.7,633.0,1239.3,1081.8,414.8,609.0,1634.6,687.1,733.0,1859.6,341.7,1852.9,534.1,285.0,1444.2,1498.1,632.5,263.4,309.4,911.1,781.3,778.2,282.8,1408.3,1769.2,635.7,399.8,651.8,522.1,404.3,564.7,689.9,280.0,1163.4,527.4,937.1,383.0,1570.8,1533.7,338.6,430.4,791.5,1143.8,615.4,763.0,2212.1,844.3,898.5,742.3,333.9,814.7,1746.4,890.8,688.8,847.4,499.1,779.6,1634.5,843.6,401.8,207.9,1793.8,0.0,860.4,254.7,815.0,221.4,788.6,805.2,579.4,767.0,660.0,575.6,1750.3,915.2,763.8,402.4,955.1,542.2,1550.9,912.6,177.0,904.4,699.5,2330.3,2286.1,2207.9,1284.5,722.7,778.8,1822.9,589.2,1497.2,1468.5,867.5,1863.7,749.8,801.6,2226.1,227.0,745.8,2402.8,274.7,606.0,462.2,230.0,467.4,840.8,1902.0,752.2,1889.7,502.7,1787.2,2150.0,764.4,798.4,881.0
C177,339.3,775.9,948.2,1227.1,958.5,711.8,1122.8,1926.3,370.1,816.2,679.6,1169.2,929.6,129.9,761.6,322.4,294.7,691.3,1212.3,744.4,472.5,900.0,2057.8,747.6,419.1,875.6,317.7,187.4,759.5,205.9,943.5,1455.6,1155.7,828.9,928.6,318.9,1322.8,922.6,314.1,753.7,974.5,194.2,876.6,324.3,346.5,345.4,2100.5,779.1,1416.5,1691.7,928.8,772.0,1095.6,286.7,1580.6,765.4,503.1,405.4,1491.8,949.4,475.5,476.4,1414.7,554.6,666.9,851.8,869.8,771.9,397.6,483.4,888.1,1225.3,860.8,254.0,732.8,281.8,464.3,827.4,86.8,913.7,592.5,706.8,507.7,904.1,346.5,1195.5,702.7,972.2,941.9,1362.0,440.2,966.3,1234.3,1355.9,697.3,932.2,293.3,768.3,328.6,795.4,861.2,1323.5,1173.0,1341.3,1802.3,1068.4,277.8,845.6,718.1,596.8,592.5,506.1,950.9,884.6,892.2,811.9,842.9,997.3,654.5,502.5,1469.4,364.3,642.8,1187.1,782.3,1180.4,988.8,791.2,1279.0,1332.9,795.2,829.7,752.3,995.6,691.1,955.0,1087.1,1243.1,1096.7,1202.0,725.5,782.4,993.4,1047.1,1087.1,372.5,813.5,878.7,592.2,1084.8,907.3,1405.6,1368.5,751.0,1037.7,915.3,766.5,705.3,925.6,1539.6,928.8,103.0,624.5,967.2,824.0,1073.9,354.0,373.2,209.7,813.0,830.5,1469.3,775.3,589.2,947.9,1121.3,902.1,0.0,821.0,340.9,868.7,178.5,401.0,535.9,946.5,788.3,752.3,1585.1,150.4,673.6,714.3,676.4,868.8,1385.7,633.9,822.3,793.1,474.1,1657.8,2120.9,1535.4,796.3,576.2,180.7,1150.4,784.1,824.7,1303.3,603.8,1191.2,918.3,908.4,1553.6,666.8,215.7,2237.6,738.4,776.6,825.4,796.3,559.8,183.6,1229.5,926.4,1217.2,911.7,1114.7,1984.8,997.6,708.2,602.3
C178,829.7,510.4,224.6,1853.2,234.9,383.9,549.5,2265.1,608.2,1031.8,1076.9,642.1,206.0,742.8,763.0,719.5,876.7,716.2,1206.4,788.2,1007.6,356.9,2396.6,704.7,861.2,386.5,835.8,835.6,1075.4,890.5,898.3,2081.7,492.9,974.8,986.9,1003.5,1661.6,199.0,1039.4,495.4,302.8,919.5,1171.1,969.7,728.3,795.2,2439.3,1167.8,1755.3,2030.5,541.6,698.1,686.9,740.1,2206.7,1154.1,957.4,940.5,1830.6,1575.5,692.8,1026.0,1753.5,560.4,861.9,718.9,1495.9,1340.9,888.0,1189.7,1120.4,1851.4,410.1,836.0,1048.7,805.1,788.6,645.7,818.5,1302.4,433.7,665.0,725.0,311.0,709.1,1821.6,670.7,1068.7,405.9,1700.8,943.0,242.7,1573.1,1694.7,741.1,1028.7,830.8,546.2,791.4,645.6,421.2,1662.3,1799.1,1680.1,2141.1,344.8,720.4,725.1,382.9,325.4,636.3,1075.1,455.9,323.5,985.3,663.2,1373.1,1255.4,368.4,562.6,1808.2,640.7,686.6,1813.2,303.6,1806.5,469.4,253.2,1617.8,1671.7,645.4,71.9,342.4,1084.7,734.9,951.8,415.4,1581.9,1722.8,478.4,526.4,781.1,457.4,323.5,687.3,643.5,397.6,1292.7,481.0,1090.9,512.3,1744.4,1707.3,376.2,604.0,965.1,1273.1,744.7,936.6,2165.7,1017.9,852.1,871.6,466.5,988.3,1700.0,844.4,642.4,801.0,628.4,953.2,1808.1,1017.2,355.4,363.2,1747.4,341.0,814.0,0.0,768.6,350.7,742.2,758.8,533.0,940.6,690.2,704.9,1923.9,868.8,717.4,436.8,908.7,572.4,1724.5,866.2,279.6,1078.0,653.1,2283.9,2459.7,2161.5,1365.3,681.3,732.4,1776.5,634.3,1450.8,1642.1,821.1,1817.3,923.4,975.2,2179.7,285.4,699.4,2576.4,342.7,569.4,591.5,143.1,421.0,794.4,1855.6,925.8,1843.3,632.0,1740.8,2323.6,938.0,752.0,834.6
C179,280.4,674.6,846.9,1356.4,857.2,610.5,944.0,1928.8,322.1,716.5,656.4,956.7,828.3,263.4,549.1,185.7,329.3,422.9,1003.9,643.1,441.1,798.7,2060.3,535.1,331.0,774.3,273.4,343.2,736.3,436.2,735.1,1584.9,976.9,704.4,838.1,549.2,1325.3,821.3,550.1,652.4,873.2,432.3,853.4,385.7,104.3,174.1,2103.0,747.3,1419.0,1694.2,827.5,670.7,994.3,77.0,1709.9,733.6,429.3,374.0,1494.3,1078.7,442.4,459.5,1417.2,320.7,562.8,639.3,999.1,774.4,309.5,640.4,784.0,1354.6,759.5,296.6,709.6,183.5,433.9,614.9,339.1,881.9,491.2,494.3,474.6,802.8,209.8,1324.8,601.4,919.9,840.6,1364.5,376.5,865.0,1236.8,1358.4,596.0,879.9,175.8,667.0,216.1,581.5,691.3,1326.0,1302.3,1343.8,1804.8,967.1,245.6,633.1,616.8,495.5,491.2,508.6,803.5,783.3,719.3,710.6,845.4,974.1,553.2,401.2,1471.9,340.4,541.5,1316.4,681.0,1309.7,887.5,689.9,1281.5,1335.4,567.8,728.4,651.0,935.9,589.8,803.0,985.8,1245.6,1226.0,1100.7,624.2,569.9,892.1,945.8,874.6,353.5,712.2,872.2,490.9,961.9,694.8,1408.1,1371.0,649.7,826.7,790.8,769.0,492.8,787.8,1668.9,869.1,372.7,412.0,819.8,711.3,1203.2,265.9,163.8,231.4,552.0,706.0,1471.8,650.8,487.9,836.4,1250.6,800.8,359.7,719.7,0.0,767.4,264.5,268.6,341.0,738.1,687.0,539.8,1587.6,397.7,572.3,613.0,572.3,767.5,1388.2,529.8,721.0,769.9,195.7,1787.1,2123.4,1664.7,798.8,315.2,208.0,1279.7,524.5,954.0,1305.8,561.8,1320.5,774.6,783.9,1682.9,565.5,325.8,2240.1,637.1,675.3,587.7,695.0,458.5,273.3,1358.8,777.0,1346.5,699.2,1244.0,1987.3,789.2,606.9,498.2
C180,879.9,520.7,397.7,1903.4,475.6,409.5,410.3,2018.6,658.4,785.3,830.4,508.0,339.1,793.0,516.5,769.7,926.9,469.7,959.9,838.4,958.5,74.3,2150.1,458.2,695.5,138.6,886.0,885.8,828.9,940.7,677.0,2131.9,433.6,728.3,740.4,1053.7,1415.1,372.1,1089.6,179.7,209.8,969.7,924.6,1019.9,778.5,802.1,2192.8,921.3,1508.8,1784.0,641.4,723.7,778.3,790.3,2256.9,907.6,767.7,904.9,1584.1,1625.7,743.0,922.6,1507.0,610.6,912.1,472.4,1546.1,1142.9,857.8,1144.2,1170.6,1901.6,70.6,886.2,802.2,855.3,838.8,399.2,868.7,1055.9,446.9,418.5,775.2,145.9,759.3,1871.8,696.3,822.2,554.0,1454.3,907.4,375.8,1326.6,1448.2,791.3,782.2,844.4,556.5,786.6,529.0,174.7,1415.8,1849.3,1433.6,1894.6,585.5,770.6,478.6,408.5,323.4,686.5,964.3,209.4,271.0,738.8,688.8,1126.6,1008.9,378.7,612.8,1561.7,690.9,736.8,1863.4,425.1,1856.7,617.5,368.4,1371.3,1425.2,515.3,346.8,392.8,838.2,785.1,705.3,271.3,1335.4,1773.0,719.1,235.3,534.6,605.5,492.2,506.2,693.7,207.0,1046.2,531.2,864.2,265.8,1497.9,1460.8,286.2,357.5,718.6,1026.6,498.2,690.1,2215.9,771.4,902.3,625.1,242.7,741.8,1750.2,776.3,692.6,851.2,381.9,706.7,1561.6,770.7,368.6,109.3,1797.6,236.4,864.2,338.1,818.8,0.0,792.4,809.0,583.2,694.1,715.8,458.4,1677.4,919.0,767.6,261.2,958.9,598.0,1478.0,916.4,208.0,831.5,696.1,2334.1,2213.2,2211.7,1167.3,605.5,782.6,1826.7,472.0,1501.0,1395.6,871.3,1867.5,676.9,728.7,2229.9,310.4,749.6,2329.9,305.7,579.7,345.0,313.4,385.9,844.6,1905.8,679.3,1893.5,385.5,1791.0,2077.1,691.5,802.2,884.8
C181,249.9,686.5,858.8,1254.3,869.1,622.4,1033.4,1903.0,336.8,776.5,656.3,1079.8,840.2,157.1,672.2,261.1,229.2,601.9,1122.9,655.0,408.0,810.6,2034.5,658.2,329.7,786.2,252.2,113.3,736.2,276.4,854.1,1482.8,1066.3,764.4,905.3,389.4,1299.5,833.2,340.8,664.3,885.1,202.4,853.3,300.2,285.9,256.0,2077.2,755.8,1393.2,1668.4,839.4,682.6,1006.2,214.8,1607.8,742.1,431.2,340.9,1468.5,976.6,457.1,433.7,1391.4,465.2,577.5,762.4,897.0,748.6,308.2,485.0,798.7,1252.5,771.4,188.5,709.5,216.3,454.2,738.0,155.3,890.4,503.1,617.4,489.3,814.7,285.2,1222.7,613.3,948.9,852.5,1338.7,363.2,876.9,1211.0,1332.6,607.9,908.9,216.5,678.9,239.2,706.0,771.8,1300.2,1200.2,1318.0,1779.0,979.0,253.6,756.2,628.7,507.4,503.1,482.8,861.5,795.2,805.1,722.5,819.6,974.0,565.1,413.1,1446.1,354.2,553.4,1214.3,692.9,1207.6,899.4,701.8,1255.7,1309.6,705.8,740.3,662.9,972.3,601.7,890.5,997.7,1219.8,1123.9,1112.6,636.1,693.0,904.0,957.7,997.7,362.4,724.1,855.4,502.8,1049.4,817.9,1382.3,1345.2,661.6,948.3,850.8,743.2,615.9,861.1,1566.8,905.5,181.6,535.1,877.8,771.3,1101.1,264.6,283.8,144.2,723.6,766.0,1446.0,710.8,499.8,858.5,1148.5,812.7,199.9,731.6,264.1,779.3,0.0,339.7,446.5,857.1,698.9,662.9,1561.8,229.0,584.2,624.9,587.0,779.4,1362.4,544.5,732.9,769.8,384.7,1685.0,2097.6,1562.6,773.0,486.8,119.4,1177.6,694.7,851.9,1280.0,576.5,1218.4,853.8,843.9,1580.8,577.4,243.7,2214.3,649.0,687.2,736.0,706.9,470.4,106.8,1256.7,861.9,1244.4,822.3,1141.9,1961.5,908.2,618.8,512.9
C182,403.2,659.8,832.1,1415.2,842.4,595.7,1006.7,2051.6,214.9,897.6,804.9,1125.2,813.5,304.8,730.2,111.5,413.2,632.2,1185.0,630.3,563.9,783.9,2183.1,716.2,453.8,759.5,380.3,405.4,884.8,452.5,916.2,1643.7,1039.6,885.5,1019.2,565.5,1448.1,806.5,601.4,637.6,858.4,481.5,1001.9,508.5,241.3,310.4,2225.8,904.4,1541.8,1817.0,812.7,657.9,981.5,186.9,1768.7,890.7,569.2,496.8,1617.1,1137.5,320.3,582.3,1540.0,498.3,526.7,820.4,1057.9,897.2,432.3,753.5,747.9,1413.4,744.7,372.5,858.1,306.3,284.1,796.0,380.5,1039.0,476.4,675.4,352.5,788.0,82.2,1383.6,588.6,1097.5,825.8,1487.3,499.3,850.2,1359.6,1481.2,583.2,1057.5,301.2,654.2,363.3,679.3,745.1,1448.8,1361.1,1466.6,1927.6,952.3,173.0,814.2,602.0,480.7,478.4,631.4,834.8,768.5,900.4,697.8,968.2,1122.6,538.4,479.7,1594.7,186.0,528.7,1375.2,666.2,1368.5,872.7,675.1,1404.3,1458.2,679.1,713.6,636.2,1117.0,577.0,984.1,971.0,1368.4,1284.8,1085.9,609.4,751.0,877.3,931.0,1055.7,199.1,697.4,1004.0,476.1,1143.0,822.8,1530.9,1493.8,634.9,921.6,971.9,891.8,673.9,968.9,1727.7,1050.2,414.1,593.1,851.1,892.4,1262.0,388.7,316.9,337.5,739.4,887.1,1594.6,831.9,473.1,831.8,1309.4,786.0,376.0,704.9,262.6,752.6,312.0,0.0,494.1,919.2,674.2,720.9,1710.4,430.8,559.5,598.2,536.2,754.7,1511.0,493.7,706.2,918.4,411.6,1845.9,2246.2,1723.5,921.6,523.5,271.2,1338.5,668.0,1012.8,1428.6,448.6,1379.3,955.7,965.0,1741.7,550.7,261.4,2362.9,622.3,662.5,760.0,680.2,443.7,356.5,1417.6,958.1,1405.3,880.3,1302.8,2110.1,970.3,594.1,462.1
C183,518.6,462.9,661.2,1542.3,671.5,408.1,854.5,2184.2,343.8,959.7,899.6,973.0,642.6,493.9,747.3,414.7,565.6,425.9,1247.1,511.3,696.5,613.0,2315.7,712.6,568.7,607.3,524.7,524.5,979.5,628.5,978.3,1770.8,887.4,947.6,1066.9,741.5,1580.7,635.6,752.0,485.4,687.5,613.6,1096.6,658.6,387.2,488.1,2358.4,990.5,1674.4,1949.6,639.2,582.8,906.4,390.0,1895.8,976.8,664.9,629.4,1749.7,1264.6,464.1,714.9,1672.6,156.5,522.1,773.7,1185.0,1029.8,576.9,878.6,805.7,1540.5,573.8,524.9,952.8,494.0,581.8,709.2,552.4,1125.1,303.8,593.7,496.3,617.1,398.0,1510.7,513.5,1148.7,654.9,1619.9,631.9,679.3,1492.2,1613.8,464.2,1108.7,489.8,485.5,492.4,415.4,592.9,1581.4,1488.2,1599.2,2060.2,781.4,483.8,767.5,428.5,309.8,403.3,764.0,682.6,597.6,962.5,622.7,1100.8,1217.3,364.9,246.8,1727.3,413.8,453.6,1502.3,495.3,1495.6,699.2,504.2,1536.9,1590.8,401.7,542.7,465.3,1164.7,501.9,1031.8,800.1,1501.0,1411.9,915.0,457.2,762.8,706.4,760.1,910.3,416.6,526.5,1115.4,218.1,1190.7,666.8,1663.5,1626.4,464.0,769.4,1034.0,1024.4,726.4,1016.6,1854.8,1097.9,586.0,655.2,698.9,954.5,1389.1,533.3,176.3,489.9,527.2,949.2,1727.2,894.0,274.1,660.9,1436.5,615.1,552.0,534.0,343.3,581.7,431.1,454.5,0.0,981.3,599.1,686.6,1843.0,606.8,423.6,427.3,594.0,595.8,1643.6,551.5,535.3,1013.1,360.6,1973.0,2378.8,1850.6,1054.2,388.8,421.3,1465.6,390.6,1139.9,1561.2,583.5,1506.4,1003.4,1027.1,1868.8,379.8,547.2,2495.5,451.4,521.9,547.8,509.3,288.1,483.3,1544.7,1005.8,1532.4,692.3,1429.9,2242.7,1018.0,475.1,519.9
C184,955.8,1215.5,1073.8,2170.7,1164.6,1151.4,790.9,1819.3,1232.6,586.0,649.6,733.6,1048.1,1075.7,480.6,1057.8,946.0,841.8,265.8,1433.3,928.1,898.0,1950.8,459.1,756.7,822.0,973.0,1137.3,629.6,1234.6,418.9,2399.2,881.2,529.0,541.1,1259.5,1215.8,1081.1,1056.2,878.0,915.0,1119.1,725.3,986.4,1024.6,881.9,1993.5,776.5,1309.5,1584.7,1368.4,1450.7,1526.3,949.1,2524.2,762.8,751.6,891.9,1384.8,1893.0,1337.9,877.3,1307.7,1088.0,1473.3,557.0,1813.4,1006.0,844.8,1034.7,1694.5,2168.9,867.8,1055.2,602.9,972.6,1306.0,538.9,1151.4,911.1,1032.1,635.2,1370.1,848.5,1081.9,2139.1,1391.6,622.9,1302.0,1255.0,894.4,1084.8,1127.3,1248.9,1386.2,582.9,905.6,1251.3,847.8,901.1,761.1,1216.5,2116.6,1234.3,1695.3,1197.8,1104.9,550.8,1157.7,1044.4,1281.4,854.8,717.6,1019.0,539.5,1415.8,967.1,809.6,1094.1,1158.2,1362.4,1212.5,1331.7,2130.7,1173.1,2124.0,1365.5,1116.4,1172.0,1225.9,887.4,1094.8,1140.8,638.9,1380.0,506.0,943.8,1136.1,2040.3,1331.4,826.0,576.2,1353.5,1067.7,656.6,1225.6,1019.5,901.4,1067.9,664.9,719.0,1298.6,1261.5,1058.8,621.9,519.3,881.8,490.5,490.8,2483.2,572.1,1185.0,603.6,778.6,542.5,2017.5,837.5,1084.1,1032.0,745.5,507.4,1362.3,571.4,1017.8,870.8,2064.9,939.0,1172.0,1086.1,929.4,871.6,1060.1,1140.7,1163.1,0.0,1442.8,675.1,1478.1,1210.0,1362.5,1033.8,1482.8,1325.0,1278.7,1440.3,955.5,632.2,855.6,2601.4,2013.9,2479.0,1030.4,846.7,1022.3,2094.0,844.1,1768.3,1196.3,1466.2,2134.8,477.6,529.4,2497.2,1058.4,1138.1,2130.6,1053.2,1274.5,660.7,1061.4,970.6,1067.4,2173.1,480.0,2160.8,636.8,2058.3,1877.8,492.2,1397.1,1408.7
C185,772.7,283.5,785.5,1796.4,814.1,332.6,1005.4,2438.3,570.8,1319.1,1191.6,1098.0,726.9,705.4,1046.3,668.8,819.7,857.3,1550.9,540.1,950.6,724.2,2569.8,1011.6,852.5,753.8,778.8,778.6,1271.5,853.1,1282.1,2024.9,1027.7,1307.0,1354.2,966.1,1834.8,759.9,1002.0,697.3,748.7,867.7,1388.6,912.7,671.3,778.8,2612.5,1291.1,1928.5,2203.7,293.8,131.8,470.7,683.1,2149.9,1277.4,954.0,883.5,2003.8,1518.7,655.4,969.0,1926.7,699.3,652.6,1072.7,1439.1,1283.9,831.0,1132.7,1021.0,1794.6,716.0,779.0,1244.8,748.1,751.2,988.6,781.1,1425.7,439.2,892.7,687.6,678.3,652.1,1764.8,113.9,1436.0,420.2,1874.0,886.0,763.6,1746.3,1867.9,493.0,1396.0,773.8,342.7,762.0,766.1,788.5,1835.5,1742.3,1853.3,2314.3,924.0,683.0,1066.5,313.8,458.1,339.4,1018.1,823.2,658.8,1327.9,61.2,1354.9,1509.3,393.2,446.7,1981.4,603.3,349.9,1756.4,512.7,1749.7,345.6,558.7,1791.0,1844.9,765.9,685.3,380.4,1452.0,398.2,1319.1,861.3,1755.1,1666.0,1057.6,659.1,1061.8,420.8,902.7,1112.2,606.1,583.5,1390.7,576.0,1478.0,872.5,1917.6,1880.5,521.2,971.3,1332.4,1278.5,1025.4,1303.9,2108.9,1385.2,814.7,1057.9,856.5,1313.9,1643.2,787.4,585.4,744.0,826.2,1308.6,1981.3,1253.4,441.6,730.5,1690.6,676.3,776.6,676.6,726.1,718.0,685.2,708.6,575.1,1285.1,0.0,985.6,2097.1,831.4,461.2,550.6,809.3,220.5,1897.7,766.8,592.5,1305.1,792.0,2227.1,2632.9,2104.7,1308.3,820.2,675.4,1719.7,754.8,1394.0,1815.3,783.7,1760.5,1290.7,1342.5,2122.9,441.0,662.0,2749.6,508.6,215.3,846.8,651.9,507.2,737.4,1798.8,1293.1,1786.5,963.1,1684.0,2496.8,1305.3,503.9,735.2
C186,548.5,771.3,826.8,1763.4,907.0,707.2,619.9,1851.1,809.1,583.8,523.7,719.3,770.5,668.4,329.3,632.8,597.4,371.0,833.9,989.1,612.4,575.4,1982.6,294.6,349.4,506.7,565.7,730.0,603.6,841.2,565.1,1991.9,688.7,571.7,648.9,954.2,1247.6,803.5,819.6,493.2,648.7,786.0,720.7,685.6,599.6,456.9,2025.3,614.6,1341.3,1616.5,924.2,1006.5,1209.7,524.1,2116.9,600.9,421.6,558.8,1416.6,1485.7,893.7,576.5,1339.5,631.2,1058.1,355.7,1406.1,796.8,511.7,798.1,1279.3,1761.6,545.2,653.1,576.9,565.3,881.0,334.5,744.1,749.2,587.9,162.5,925.9,577.3,656.9,1731.8,947.4,730.7,945.3,1286.8,561.3,807.2,1159.1,1280.7,942.0,690.7,498.3,807.1,440.5,430.3,403.1,1248.3,1709.3,1266.1,1727.1,950.8,692.7,349.5,713.5,600.2,837.2,618.2,515.3,702.4,586.6,971.6,786.0,841.4,649.9,714.0,1394.2,787.5,887.5,1723.4,785.7,1716.7,984.2,794.6,1203.8,1257.7,416.6,778.2,755.7,746.7,935.8,613.8,697.8,1167.9,1633.0,1084.4,422.2,344.8,996.8,820.7,654.8,800.6,689.3,739.5,623.7,772.7,363.7,1330.4,1293.3,655.0,495.6,627.1,708.1,308.4,598.6,2075.9,679.9,777.7,321.9,531.6,578.6,1610.2,430.2,659.1,625.7,224.0,573.3,1394.1,518.1,573.6,548.2,1657.6,667.8,764.7,769.5,504.4,549.0,657.1,715.7,706.2,568.1,998.6,0.0,1509.9,802.7,918.3,630.0,1067.6,880.8,1310.5,1025.1,639.4,637.2,430.6,2194.1,2045.7,2071.7,821.2,421.7,615.0,1686.7,373.3,1361.0,1228.1,1022.0,1727.5,585.4,637.2,2089.9,670.2,730.8,2162.4,699.9,830.3,281.8,744.8,526.4,660.1,1765.8,587.8,1753.5,368.1,1651.0,1909.6,600.0,952.9,993.5
C187,1154.4,1785.6,1589.2,2089.6,1680.0,1721.5,1306.3,1113.3,1435.9,781.0,776.0,1249.0,1563.5,1315.4,1034.4,1356.0,1075.4,1354.6,1363.9,1754.1,969.7,1413.4,1244.8,1040.6,1133.5,1337.4,1166.8,1285.3,756.0,1225.5,935.5,2543.7,1396.6,721.7,743.9,1250.4,509.8,1596.5,1040.7,1393.4,1430.4,1147.2,750.3,1009.0,1360.5,1203.4,1287.5,739.9,595.4,149.9,1932.4,1781.7,2041.7,1247.6,2668.7,753.6,986.1,937.0,678.8,2037.5,1556.2,873.5,601.7,1525.4,1676.6,1072.4,1957.9,769.7,1032.1,879.0,1897.8,2313.4,1383.2,1217.8,729.3,1191.5,1604.2,1120.4,1279.0,922.5,1602.2,1215.3,1588.4,1363.9,1380.1,2283.6,1712.4,760.7,1817.4,549.0,970.3,1600.2,413.2,542.9,1707.0,754.9,1175.3,1778.0,1145.1,1424.0,1301.0,502.4,2261.1,528.3,989.3,1713.2,1374.6,1066.2,1716.1,1606.5,1602.2,826.9,1233.0,1534.4,780.2,1821.6,730.8,573.3,1664.2,1512.2,656.4,1505.8,1652.5,2275.2,1688.5,2268.5,1880.9,1631.8,457.9,519.9,1410.3,1610.2,1656.2,653.8,1700.8,808.2,1459.2,430.1,2154.8,1846.8,1393.8,1150.3,1868.9,1583.1,1172.0,1508.7,1534.9,667.1,1601.9,900.1,1262.1,592.6,555.5,1614.1,1137.3,797.9,652.9,1078.7,768.5,2627.7,676.5,1340.5,1083.5,1294.0,749.4,2162.0,1102.0,1382.9,1194.6,1325.6,751.6,656.3,822.7,1598.9,1386.2,2154.7,1454.4,1278.6,1601.5,1296.9,1387.0,1263.4,1438.9,1545.6,1098.1,1798.0,1255.2,0.0,1387.9,1683.3,1589.1,1686.1,1878.5,572.7,1643.6,1470.9,666.8,1290.6,2745.9,1307.9,2623.5,794.1,1298.4,1271.8,2071.8,1367.0,1912.8,482.2,1675.6,2279.3,807.8,788.3,2641.7,1573.8,1379.5,1424.6,1568.6,1786.3,1240.8,1576.8,1550.7,1266.6,2087.2,818.4,2305.3,1218.3,2143.1,1171.8,906.6,1717.9,1612.0
C188,226.3,693.0,865.3,1199.6,875.6,628.9,1039.9,1886.7,314.4,767.5,640.0,1045.6,846.7,140.5,638.0,186.5,188.4,566.2,1088.7,661.5,399.0,817.1,2018.2,624.0,295.5,792.7,203.2,201.6,719.9,285.8,819.9,1428.1,1072.8,755.4,889.0,398.8,1283.2,839.7,408.7,670.8,891.6,290.7,837.0,297.4,211.3,221.8,2060.9,739.5,1376.9,1652.1,845.9,689.1,1012.7,141.2,1553.1,725.8,396.8,331.9,1452.2,921.9,419.8,417.4,1375.1,471.7,584.0,728.2,842.3,732.3,274.0,528.7,805.2,1197.8,777.9,147.7,693.2,148.0,408.6,703.8,216.2,874.1,509.6,583.2,452.0,821.2,210.6,1168.0,619.8,932.6,859.0,1322.4,334.4,883.4,1194.7,1316.3,614.4,892.6,142.9,685.4,205.0,712.5,778.3,1283.9,1145.5,1301.7,1762.7,985.5,179.0,722.0,635.2,513.9,509.6,466.5,868.0,801.7,787.3,729.0,803.3,957.7,571.6,419.6,1429.8,308.6,559.9,1159.6,699.4,1152.9,905.9,708.3,1239.4,1293.3,711.1,746.8,669.4,956.0,608.2,881.5,1004.2,1203.5,1069.2,1119.1,642.6,658.8,910.5,964.2,963.5,316.8,730.6,839.1,509.3,1040.4,783.7,1366.0,1328.9,668.1,915.6,841.8,726.9,581.7,852.1,1512.1,889.2,249.8,500.9,884.3,762.3,1046.4,230.4,290.3,112.7,689.4,757.0,1429.7,701.8,506.3,865.0,1093.8,819.2,209.3,738.1,190.5,785.8,115.3,265.1,453.0,822.9,705.4,628.7,1545.5,0.0,590.7,631.4,593.5,785.9,1346.1,551.0,739.4,753.5,342.2,1630.3,2081.3,1507.9,756.7,452.6,44.8,1122.9,667.8,797.2,1263.7,548.1,1163.7,844.8,834.9,1526.1,583.9,202.9,2198.0,655.5,693.7,701.8,713.4,476.9,33.2,1202.0,852.9,1189.7,788.1,1087.2,1945.2,874.0,625.3,519.4
