,DEPOT,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,C097,C098,C099,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150,EVS01816,EVS03706,EVS01192,EVS00826,EVS01689,EVS04365,EVS01245,EVS02923,EVS02443,EVS00810,EVS00552,EVS04298,EVS04889,EVS02893,EVS04734,EVS01509,EVS02225,EVS04773,EVS01283,EVS02094,EVS03684,EVS04400,EVS00534,EVS02556,EVS01342,EVS03542,EVS02273,EVS03776,EVS04293,EVS00405
C136,1035.5,716.7,279.3,2089.7,370.1,595.6,196.4,2085.6,844.7,852.3,915.9,289.0,267.8,979.3,642.9,956.0,1084.4,610.6,1026.9,1024.7,1099.4,301.3,2217.1,596.6,836.4,318.1,1052.7,1072.1,895.9,1127.0,545.2,2318.2,218.7,795.3,807.4,1240.0,1482.1,300.8,1275.9,392.7,134.7,1156.0,991.6,1172.6,964.8,943.0,2259.8,1042.8,1575.8,1851.0,775.7,858.0,900.7,976.6,2443.2,1029.1,908.6,1045.8,1651.1,1812.0,929.3,1063.5,1574.0,796.9,1098.4,602.8,1732.4,1272.3,998.7,1285.1,1356.9,2087.9,334.5,1072.5,869.2,1041.6,1025.1,536.3,1055.0,1177.4,668.5,559.4,961.5,254.6,945.6,2058.1,830.6,889.2,670.2,1521.3,1048.3,304.5,1393.6,1515.2,977.6,849.2,985.3,772.9,927.5,669.9,315.6,1482.8,2035.6,1500.6,1961.6,403.3,956.9,609.0,559.4,561.9,872.8,1105.2,238.3,323.2,805.8,823.1,1233.4,1075.9,604.9,799.1,1628.7,877.2,923.1,2049.7,531.8,2043.0,733.7,475.1,1438.3,1492.2,656.2,469.2,499.5,905.2,971.4,772.3,0.0,1402.4,1959.3,536.9,418.7,675.5,721.7,273.2,334.2,880.0,432.0,1167.7,717.5,737.8,402.9,1296.7,746.4,968.9,2013.0,612.9,1687.3,1462.6,1057.6,2053.8,743.9,795.7,2416.2,417.1,935.9,2396.9,459.3,796.1,485.9,435.8,595.6,1030.9,2092.1,746.3,2079.8,526.4,1977.3,2144.1,680.7,988.5,1071.1
C137,1027.1,1658.3,1461.9,1949.3,1552.7,1594.2,1179.0,973.0,1308.6,653.7,648.7,1121.7,1436.2,1188.1,907.1,1228.7,948.1,1227.3,1236.6,1626.8,842.4,1286.1,1104.5,913.3,1006.2,1210.1,1039.5,1158.0,628.7,1098.2,808.2,2416.4,1269.3,594.4,616.6,1123.1,369.5,1469.2,913.4,1266.1,1303.1,1019.9,623.0,881.7,1233.2,1076.1,1147.2,612.6,455.1,730.3,1805.1,1654.4,1914.4,1120.3,2541.4,626.3,858.8,809.7,538.5,1910.2,1428.9,746.2,461.4,1398.1,1549.3,945.1,1830.6,642.4,904.8,751.7,1770.5,2186.1,1255.9,1090.5,602.0,1064.2,1476.9,993.1,1151.7,795.2,1474.9,1088.0,1461.1,1236.6,1252.8,2156.3,1585.1,633.4,1690.1,408.7,843.0,1472.9,272.9,402.6,1579.7,627.6,1048.0,1650.7,1017.8,1296.7,1173.7,362.1,2133.8,388.0,849.0,1585.9,1247.3,938.9,1588.8,1479.2,1474.9,699.6,1105.7,1407.1,652.9,1694.3,603.5,446.0,1536.9,1384.9,516.1,1378.5,1525.2,2147.9,1561.2,2141.2,1753.6,1504.5,317.6,379.6,1283.0,1482.9,1528.9,526.5,1573.5,680.9,1331.9,0.0,2014.5,1719.5,1266.5,1023.0,1741.6,1455.8,1044.7,1381.4,1407.6,539.8,1474.6,772.8,1134.8,666.8,1171.1,1144.5,1931.5,1239.7,1785.5,341.9,1548.3,2152.0,680.5,661.0,2514.4,1446.5,1252.2,1284.3,1441.3,1659.0,1113.5,1449.5,1423.4,1139.3,1946.9,691.1,2178.0,1091.0,2002.8,1031.5,779.3,1590.6,1484.7
C138,1236.1,1672.7,1845.0,285.1,1855.3,1608.6,2019.6,1911.2,1292.0,1763.3,1626.7,2066.0,1826.4,1051.8,1658.4,1219.2,1235.6,1588.1,2109.1,1641.2,1414.0,1796.8,2042.7,1644.4,1315.9,1772.4,1242.2,1171.1,1706.6,1118.3,1840.3,1120.7,2052.5,1770.4,1875.7,1168.4,1976.3,1819.4,1263.1,1650.5,1871.3,1171.5,1823.7,1301.6,1244.0,1242.2,2085.4,1726.2,2270.9,2546.1,1825.6,1668.8,1992.4,1184.2,1245.7,1712.5,1417.4,1346.9,1885.6,691.8,1397.4,1432.4,1918.8,1451.4,1563.7,1748.6,619.4,1719.0,1294.4,1426.0,1784.9,960.1,1757.6,1194.9,1679.9,1195.2,1386.2,1724.2,1070.5,1860.8,1489.3,1603.6,1429.6,1800.9,1243.3,930.3,1599.5,1919.3,1838.7,2015.5,1349.4,1863.1,2088.7,2009.4,1594.1,1879.3,1190.1,1665.1,1225.4,1692.2,1758.0,2177.9,907.8,1934.1,1787.2,1965.2,1199.7,1742.4,1614.9,1493.6,1489.3,1453.2,1847.7,1781.4,1791.3,1708.7,1790.0,1944.4,1551.3,1399.3,2078.5,1286.2,1539.6,921.9,1679.1,915.2,1885.6,1688.0,2133.4,1986.4,1692.0,1726.5,1649.1,1942.7,1587.9,1896.5,1983.9,1815.8,0.0,2098.8,1622.3,1679.2,1890.2,1943.9,1983.9,1294.4,1710.3,1825.8,1489.0,2031.9,1804.1,1743.4,1473.0,1077.5,208.4,1680.9,1086.4,2157.7,1525.7,926.0,1859.8,1849.9,1218.7,1563.6,1138.4,2222.5,1635.2,1673.4,1722.2,1693.1,1456.6,1080.4,287.5,1859.3,882.3,1808.5,141.8,1969.7,1894.4,1605.0,1499.1
C139,1215.3,896.0,396.1,2238.8,395.2,769.5,616.0,2478.2,993.8,1244.9,1308.5,708.6,529.9,1128.4,1035.5,1105.1,1262.3,1003.2,1419.5,1173.8,1393.2,742.5,2609.7,989.2,1229.0,729.3,1221.4,1221.2,1288.5,1276.1,964.8,2467.3,559.4,1187.9,1200.0,1389.1,1874.7,446.3,1425.0,785.3,611.5,1305.1,1384.2,1355.3,1113.9,1180.8,2652.4,1435.4,1968.4,2243.6,927.2,1083.7,1072.5,1125.7,2592.3,1421.7,1301.2,1326.1,2043.7,1961.1,1078.4,1411.6,1966.6,946.0,1247.5,995.4,1881.5,1664.9,1273.6,1575.3,1506.0,2237.0,775.1,1221.6,1261.8,1190.7,1174.2,928.9,1204.1,1570.0,819.3,952.0,1110.6,696.6,1094.7,2207.2,1056.3,1281.8,791.5,1913.9,1328.6,566.6,1786.2,1907.8,1126.7,1241.8,1216.4,931.8,1177.0,1031.2,708.2,1875.4,2184.7,1893.2,2354.2,133.5,1106.0,1001.6,768.5,711.0,1021.9,1460.7,630.9,651.0,1198.4,1048.8,1626.0,1468.5,754.0,948.2,2021.3,1026.3,1072.2,2198.8,689.2,2192.1,855.0,638.8,1830.9,1884.8,1031.0,568.6,728.0,1297.8,1120.5,1164.9,516.7,1795.0,2108.4,0.0,811.3,1068.1,843.0,390.0,753.8,1029.1,783.2,1560.3,866.6,1157.4,795.5,1689.3,1066.9,1118.0,2162.1,1005.5,1836.4,1855.2,1206.7,2202.9,1136.5,1188.3,2565.3,671.0,1085.0,2789.5,728.3,955.0,878.5,528.7,806.6,1180.0,2241.2,1138.9,2228.9,919.0,2126.4,2536.7,1100.3,1137.6,1220.2
C140,727.0,467.3,575.2,1750.5,631.7,356.1,397.3,1989.8,505.5,756.5,721.7,515.8,520.4,640.1,410.4,616.8,774.0,327.6,915.0,685.5,842.8,259.2,2121.3,375.7,576.7,192.9,733.1,732.9,800.1,787.8,646.2,1979.0,430.2,699.5,711.6,900.8,1386.3,553.4,936.7,71.0,398.6,816.8,895.8,867.0,625.6,660.0,2164.0,812.6,1480.0,1755.2,588.0,670.3,937.8,637.4,2104.0,798.9,659.0,778.7,1555.3,1472.8,590.1,813.9,1478.2,463.9,759.2,420.0,1393.2,1034.2,731.6,1035.5,1017.7,1748.7,226.5,733.3,773.4,702.4,685.9,329.5,715.8,947.2,290.2,306.3,622.3,327.2,606.4,1718.9,642.9,793.4,598.8,1425.5,781.2,557.1,1297.8,1419.4,638.4,753.4,716.9,503.1,659.5,386.9,153.0,1387.0,1696.4,1404.8,1865.8,699.2,617.7,422.1,355.1,270.0,533.6,855.6,260.7,452.3,710.0,635.4,1017.9,980.1,325.3,456.3,1532.9,538.0,583.9,1710.5,430.7,1703.8,648.0,448.1,1342.5,1396.4,373.2,502.9,400.7,809.4,632.2,676.5,446.2,1306.6,1620.1,832.8,0.0,425.9,650.3,569.1,453.1,540.8,267.1,937.5,384.5,835.4,213.4,1058.6,463.4,629.7,1673.8,329.9,1348.1,1366.8,718.4,1714.6,648.1,699.9,2077.0,302.2,596.7,2301.1,277.7,526.3,202.9,469.5,217.3,691.7,1752.9,650.5,1740.6,304.0,1638.1,2048.3,662.7,649.3,731.9
C141,610.3,838.1,828.3,1825.2,908.5,774.0,605.9,1768.5,875.9,505.8,445.7,578.3,772.0,730.2,170.7,694.6,624.8,464.4,678.9,1055.9,600.1,576.9,1900.0,129.1,411.2,508.2,627.5,791.8,525.6,903.0,410.1,2053.7,679.2,478.2,490.3,977.5,1165.0,805.0,792.4,507.9,650.2,797.9,642.7,658.4,661.4,518.7,1942.7,536.6,1258.7,1533.9,991.0,1073.3,1211.2,585.9,2178.7,522.9,430.4,570.7,1334.0,1547.5,960.5,549.3,1256.9,724.6,1119.9,231.9,1467.9,769.6,523.6,770.9,1341.1,1823.4,546.7,714.9,498.9,627.1,942.8,206.4,805.9,671.2,654.7,257.8,992.7,578.8,718.7,1793.6,1014.2,572.1,986.9,1204.2,573.2,808.7,1076.5,1198.1,1008.8,532.1,560.1,873.9,502.3,523.7,404.6,1165.7,1771.1,1183.5,1644.5,952.3,754.5,225.7,780.3,667.0,904.0,591.0,509.7,703.9,488.7,1038.4,741.9,758.8,716.7,780.8,1311.6,849.3,954.3,1785.2,852.5,1778.5,1050.4,801.3,1121.2,1175.1,510.0,779.7,822.5,588.1,1002.6,455.2,699.3,1085.3,1694.8,1085.9,448.6,0.0,1038.4,822.2,496.2,862.4,698.4,661.5,690.5,614.1,365.2,794.0,483.5,676.8,1748.5,466.7,1422.8,1145.5,1088.8,1789.3,426.8,478.6,2151.7,737.0,792.6,2079.8,726.3,897.1,283.3,746.3,593.2,721.9,1827.6,429.2,1815.3,304.3,1712.8,1827.0,441.4,1019.7,1055.3
C142,949.8,379.8,579.3,1973.3,589.6,428.9,866.8,2475.1,728.3,1241.8,1286.9,960.5,560.7,862.9,973.0,839.6,996.8,838.5,1416.4,830.2,1127.7,566.9,2606.6,914.7,981.3,596.5,955.9,955.7,1285.4,1010.6,1133.5,2201.8,847.6,1184.8,1196.9,1123.6,1871.6,553.7,1159.5,651.0,611.2,1039.6,1381.1,1089.8,848.4,915.3,2649.3,1377.8,1965.3,2240.5,220.0,431.4,698.9,860.2,2326.8,1364.1,1077.5,1060.6,2040.6,1695.6,812.9,1146.1,1963.5,680.5,942.7,928.9,1616.0,1461.0,1008.1,1309.8,1240.5,1971.5,620.1,956.1,1258.7,925.2,908.7,855.7,938.6,1512.4,535.5,875.0,845.1,521.0,829.2,1941.7,404.0,1278.7,48.2,1910.8,1063.1,597.4,1783.1,1904.7,783.1,1238.7,950.9,471.6,911.5,765.7,631.2,1872.3,1919.2,1890.1,2351.1,699.5,840.5,935.1,408.4,445.5,609.0,1195.2,665.9,521.3,1195.3,396.5,1532.0,1465.4,488.5,667.4,2018.2,760.8,640.0,1933.3,244.7,1926.6,147.8,334.2,1827.8,1881.7,765.5,460.8,377.3,1294.7,688.3,1161.8,723.8,1791.9,1842.9,833.1,612.8,991.1,0.0,678.2,962.7,763.6,500.7,1502.7,601.1,1320.7,722.3,1485.4,801.4,852.5,1896.6,754.4,1570.9,1852.1,941.2,1937.4,1133.4,1185.2,2299.8,333.3,819.5,2786.4,400.9,427.0,801.5,427.4,541.1,914.5,1975.7,1135.8,1963.4,842.0,1860.9,2533.6,1148.0,794.0,954.7
C143,1069.1,749.8,122.6,2092.6,249.0,623.3,353.3,2215.5,847.6,982.2,1045.8,445.9,256.4,982.2,772.8,958.9,1116.1,740.5,1156.8,1027.6,1229.3,515.4,2347.0,726.5,966.3,466.6,1075.2,1075.0,1025.8,1129.9,702.1,2321.1,296.7,925.2,937.3,1242.9,1612.0,172.8,1278.8,522.6,348.8,1158.9,1121.5,1209.1,967.7,1034.6,2389.7,1172.7,1705.7,1980.9,781.0,912.3,926.3,979.5,2446.1,1159.0,1038.5,1175.7,1781.0,1814.9,932.2,1193.4,1703.9,799.8,1101.3,732.7,1735.3,1402.2,1127.4,1415.0,1359.8,2090.8,512.4,1075.4,999.1,1044.5,1028.0,666.2,1057.9,1307.3,673.1,689.3,964.4,437.5,948.5,2061.0,884.9,1019.1,645.3,1651.2,1178.2,293.1,1523.5,1645.1,980.5,979.1,1070.2,785.6,1030.8,799.8,445.5,1612.7,2038.5,1630.5,2091.5,282.2,959.8,738.9,613.7,564.8,875.7,1235.1,368.2,377.5,935.7,877.4,1363.3,1205.8,607.8,802.0,1758.6,880.1,926.0,2052.6,543.0,2045.9,708.8,492.6,1568.2,1622.1,786.1,422.4,553.8,1035.1,974.3,902.2,254.0,1532.3,1962.2,415.8,548.6,805.4,696.8,0.0,491.1,882.9,577.7,1297.6,720.4,894.7,532.8,1426.6,876.3,971.8,2015.9,742.8,1690.2,1592.5,1060.5,2056.7,873.8,925.6,2419.1,471.4,938.8,2526.8,528.7,808.8,615.8,382.5,660.4,1033.8,2095.0,876.2,2082.7,656.3,1980.2,2274.0,837.6,991.4,1074.0
C144,907.3,918.5,499.1,2122.2,589.9,807.3,154.6,1825.5,956.7,592.2,655.8,120.8,573.6,1027.2,366.2,991.6,921.8,649.3,766.8,1136.7,897.1,519.3,1957.0,372.4,708.2,443.3,924.5,1088.8,635.8,1200.0,325.9,2350.7,267.2,535.2,547.3,1265.7,1222.0,549.3,1062.4,492.1,440.5,1094.9,731.5,955.4,958.4,815.7,1999.7,782.7,1315.7,1590.9,1038.3,1120.6,1147.6,882.9,2475.7,769.0,727.4,867.7,1391.0,1844.5,1041.3,846.3,1313.9,909.5,1210.4,361.9,1764.9,1012.2,820.6,1040.9,1468.9,2120.4,489.1,1011.9,609.1,924.1,1137.1,384.8,1102.9,917.3,741.4,541.7,1073.5,469.8,1015.7,2090.6,1093.2,629.1,923.3,1261.2,870.2,610.3,1133.5,1255.1,1089.6,589.1,857.1,954.3,799.3,708.6,358.4,1222.7,2068.1,1240.5,1701.5,623.1,1051.5,368.1,806.3,721.2,984.8,861.0,338.9,629.0,545.7,1085.7,973.3,815.8,776.5,907.5,1368.6,989.2,1035.1,2082.2,794.4,2075.5,986.8,737.7,1178.2,1232.1,694.9,716.1,762.1,645.1,1083.4,512.2,345.7,1142.3,1991.8,756.7,451.2,482.1,974.8,493.0,0.0,992.0,640.8,907.6,835.7,563.3,328.3,1036.6,780.5,973.8,2045.5,651.6,1719.8,1202.5,1169.6,2086.3,483.8,535.6,2448.7,679.7,1047.9,2136.8,674.5,977.5,475.0,682.7,668.5,1018.9,2124.6,486.2,2112.3,396.0,2009.8,1884.0,492.0,1100.5,1183.1
C145,465.8,560.1,732.4,1401.9,742.7,496.0,907.0,2131.4,115.2,987.7,884.7,1025.5,713.8,291.5,820.3,213.0,503.3,601.6,1275.1,530.6,643.7,684.2,2262.9,806.3,543.9,659.8,470.4,435.2,964.6,439.2,1006.3,1630.4,939.9,975.6,1109.3,552.2,1527.9,706.8,588.1,537.9,758.7,468.2,1081.7,598.3,357.6,400.5,2305.6,984.2,1621.6,1896.8,713.0,558.2,881.8,277.0,1755.4,970.5,647.1,576.6,1696.9,1124.2,204.7,662.1,1619.8,433.9,407.8,886.2,1044.6,977.0,522.4,752.4,629.0,1400.1,645.0,462.6,937.9,396.4,244.4,821.7,367.2,1118.8,376.7,706.2,233.6,688.3,193.7,1370.3,488.9,1177.3,726.1,1567.1,579.1,750.5,1439.4,1561.0,483.5,1137.3,391.3,554.5,453.4,579.6,645.4,1528.6,1347.8,1546.4,2007.4,852.6,214.0,880.0,502.3,381.0,378.7,711.2,735.1,668.8,990.5,598.1,1048.0,1202.4,438.7,456.5,1674.5,86.3,429.0,1361.9,566.5,1355.2,773.0,575.4,1484.1,1538.0,579.4,613.9,536.5,1200.7,477.3,1074.2,871.3,1448.2,1271.5,986.2,509.7,841.1,777.6,831.3,962.8,0.0,597.7,1083.8,376.4,1233.1,723.1,1001.4,564.5,361.3,1325.2,568.3,999.5,1508.4,329.7,1366.0,1045.8,1055.1,1728.4,451.0,248.1,2442.7,522.6,562.8,660.3,580.5,344.0,390.3,1404.3,1048.2,1392.0,804.8,1289.5,2189.9,1060.4,494.4,343.2
C146,818.8,436.1,461.0,1842.3,538.9,309.6,557.7,2166.2,597.3,932.9,968.3,665.2,402.4,731.9,657.0,708.6,865.8,574.2,1107.5,777.3,996.7,203.6,2297.7,605.6,823.3,278.8,824.9,824.7,976.5,879.6,824.6,2070.8,581.0,875.9,888.0,992.6,1562.7,435.4,1028.5,245.2,324.8,908.6,1072.2,958.8,717.4,784.3,2340.4,1059.2,1656.4,1931.6,513.3,595.6,841.6,729.2,2195.8,1045.5,905.6,929.6,1731.7,1564.6,681.9,1015.1,1654.6,549.5,851.0,619.8,1485.0,1280.8,877.1,1178.8,1109.5,1840.5,206.9,825.1,949.8,794.2,777.7,546.6,807.6,1193.8,359.4,552.9,714.1,205.4,698.2,1810.7,568.2,969.8,481.3,1601.9,932.1,439.1,1474.2,1595.8,730.2,929.8,819.9,471.9,780.5,633.5,320.6,1563.4,1788.2,1581.2,2042.2,648.8,709.5,626.0,280.4,240.5,609.3,1064.2,357.0,334.3,886.4,560.7,1264.5,1156.5,294.1,525.5,1709.3,629.8,675.7,1802.3,313.2,1795.6,544.8,330.6,1518.9,1572.8,619.8,410.1,283.2,985.8,724.0,852.9,428.5,1483.0,1711.9,782.4,246.6,672.5,532.8,577.0,653.6,632.6,0.0,1184.1,470.1,1011.8,413.2,1305.2,670.4,721.5,1765.6,576.5,1439.9,1543.2,810.2,1806.4,824.5,876.3,2168.8,183.7,688.5,2477.5,119.5,495.1,449.5,376.7,346.7,783.5,1844.7,826.9,1832.4,532.9,1729.9,2224.7,839.1,741.1,823.7
C147,735.1,1292.0,1310.6,1895.9,1401.4,1227.9,1027.7,1244.6,1016.6,403.9,267.3,970.4,1273.2,896.1,636.7,936.7,656.1,826.3,1056.1,1334.8,550.4,1078.1,1376.1,622.7,687.3,1009.4,747.5,866.0,347.2,806.2,656.9,2124.4,1118.0,443.1,439.3,831.1,641.1,1306.2,621.4,1009.1,1151.4,727.9,464.3,589.7,941.2,784.1,1418.8,122.8,734.8,1010.0,1444.9,1362.4,1686.0,828.3,2249.4,136.5,547.6,517.7,810.1,1618.2,1136.9,454.2,733.0,1029.5,1257.3,726.9,1538.6,267.0,612.8,459.7,1478.5,1894.1,1047.9,798.5,320.5,772.2,1184.9,702.5,859.7,305.4,1108.6,693.5,1169.1,1080.0,960.8,1864.3,1293.1,456.1,1466.0,680.3,551.0,1309.9,552.6,674.2,1287.7,450.3,756.0,1327.8,725.8,885.6,905.8,641.8,1841.8,659.6,1120.6,1434.6,955.3,720.7,1234.2,1120.9,1182.9,407.6,954.4,1205.1,501.6,1402.3,175.5,364.2,1170.6,1092.9,787.7,1086.5,1233.2,1855.9,1306.4,1849.2,1504.9,1302.5,597.3,651.2,871.9,1280.9,1276.4,349.2,1281.5,503.6,1180.6,561.4,1765.5,1568.2,949.8,657.5,1517.5,1304.5,893.4,1089.4,1199.6,0.0,1144.4,595.5,866.4,291.4,788.2,852.5,1819.2,828.6,1493.5,621.6,1256.3,1860.0,503.2,506.8,2222.4,1190.9,960.2,1555.9,1227.5,1351.0,784.5,1247.5,1071.4,847.3,1898.3,521.4,1886.0,800.4,1783.5,1303.1,602.0,1298.6,1192.7
C148,585.4,340.4,591.0,1608.9,601.3,297.6,781.8,2251.0,363.9,988.9,928.8,900.3,572.4,498.5,660.7,475.2,632.4,449.1,1165.3,543.9,763.3,542.8,2382.5,626.0,597.9,534.6,591.5,591.3,1008.7,646.2,896.5,1837.4,814.7,968.2,980.3,759.2,1647.5,565.4,795.1,412.7,617.3,675.2,1125.8,725.4,484.0,531.9,2425.2,1019.7,1741.2,2016.4,514.6,571.5,864.4,495.8,1962.4,1006.0,694.1,696.2,1816.5,1331.2,448.5,781.7,1739.4,282.3,590.2,687.1,1251.6,1096.6,643.7,945.4,876.1,1607.1,503.6,591.7,982.0,560.8,544.3,622.6,574.2,1154.3,178.3,507.1,480.7,546.9,464.8,1577.3,502.2,1062.1,584.7,1686.7,698.7,609.1,1559.0,1680.6,496.8,1022.1,586.5,345.1,528.1,379.3,520.2,1648.2,1554.8,1666.0,2127.0,711.2,476.1,680.9,303.9,239.6,392.0,830.8,609.9,527.4,978.7,562.0,1167.6,1246.5,240.3,236.2,1794.1,396.4,442.3,1568.9,425.1,1562.2,574.6,434.0,1603.7,1657.6,380.3,472.5,370.5,1078.1,490.6,945.2,729.9,1567.8,1478.5,844.8,384.5,676.2,636.2,689.9,837.6,399.2,456.3,1144.6,0.0,1104.1,580.2,1121.0,418.0,488.1,1532.2,369.2,1206.5,1628.0,576.8,1573.0,916.8,968.6,1935.4,309.6,455.1,2562.3,381.2,399.4,461.2,439.1,218.2,550.1,1611.3,919.2,1599.0,605.7,1496.5,2309.5,931.4,507.7,590.3
C149,932.2,1264.0,894.2,2093.0,985.0,1199.9,619.0,1550.3,1213.7,378.6,418.3,522.1,968.7,1093.2,502.8,1109.2,853.2,890.3,802.0,1481.8,752.9,881.8,1681.8,509.0,797.2,805.8,944.6,1063.1,398.3,1003.3,403.9,2321.5,669.7,311.2,148.3,1028.2,946.8,944.4,824.9,861.8,835.6,925.0,448.4,786.8,1076.0,933.3,1724.5,545.2,1040.5,1315.7,1400.8,1483.1,1510.1,1000.5,2446.5,531.5,671.3,714.8,1115.8,1815.3,1334.0,655.9,1038.7,1139.4,1454.4,540.8,1735.7,782.1,809.9,803.4,1675.6,2091.2,851.6,995.6,371.6,969.3,1357.4,588.8,1056.8,679.8,1080.6,683.7,1366.2,832.3,1133.3,2061.4,1440.1,200.4,1285.8,986.0,748.1,1005.4,858.3,979.9,1434.7,145.6,953.1,1299.8,906.3,949.6,769.4,947.5,2038.9,965.3,1426.3,1018.2,1152.4,534.6,1184.5,1092.9,1329.9,623.5,701.4,1002.8,340.2,1448.2,662.4,585.7,1142.6,1206.7,1093.4,1263.9,1380.2,2053.0,1156.9,2046.3,1349.3,1100.2,903.0,956.9,935.9,1078.6,1124.6,323.4,1428.5,176.4,740.8,867.1,1962.6,1151.8,862.2,618.7,1337.3,888.1,574.8,1277.0,1003.3,588.9,1116.4,0.0,730.5,806.5,898.1,1049.6,2016.3,892.6,1690.6,927.3,1453.4,2057.1,245.9,242.1,2419.5,1042.2,1157.3,1861.6,1037.0,1323.0,709.2,1045.2,1019.1,1044.4,2095.4,264.1,2083.1,686.7,1980.6,1608.8,291.7,1445.6,1389.8
C150,720.0,678.6,541.7,1934.9,621.9,567.4,280.1,1857.5,716.8,624.2,655.8,379.5,485.4,839.9,313.5,804.3,768.9,358.3,798.8,896.8,783.9,290.3,1989.0,255.2,520.9,220.9,737.2,901.5,667.8,999.1,515.9,2163.4,360.8,567.2,579.3,1112.1,1254.0,518.4,991.1,243.9,363.6,957.5,763.5,857.1,771.1,628.4,2031.7,746.7,1347.7,1622.9,799.3,881.6,924.6,695.6,2288.4,733.0,593.1,730.3,1423.0,1657.2,801.4,748.0,1345.9,618.5,970.5,268.1,1577.6,968.3,683.2,969.6,1229.0,1933.1,260.1,824.6,641.1,736.8,897.2,194.9,915.6,881.3,501.5,243.9,833.6,292.2,817.7,1903.3,854.2,661.1,700.3,1293.2,732.8,522.1,1165.5,1287.1,849.7,621.1,669.8,714.4,612.0,417.6,110.2,1254.7,1880.8,1272.5,1733.5,665.7,829.0,274.3,566.4,481.3,744.9,789.7,191.3,417.3,577.7,846.7,952.0,847.8,536.6,667.6,1400.6,749.3,795.2,1894.9,571.4,1888.2,763.8,514.7,1210.2,1264.1,403.9,493.1,539.1,677.1,843.5,544.2,412.7,1174.3,1804.5,799.3,211.3,360.0,751.8,535.6,321.6,752.1,411.8,871.6,584.4,703.1,0.0,992.7,494.1,786.5,1858.2,360.6,1532.5,1234.5,929.7,1899.0,515.8,567.6,2261.4,456.7,808.0,2168.8,452.0,737.6,177.2,459.7,428.6,831.6,1937.3,518.2,1925.0,206.0,1822.5,1916.0,530.4,860.6,943.2
EVS01816,653.4,1284.6,1372.9,1814.2,1463.7,1220.5,1090.0,1312.6,934.9,545.4,408.8,1032.7,1347.2,814.4,768.8,855.0,574.4,853.6,1161.9,1253.1,468.7,1197.1,1444.1,754.8,632.5,1121.1,665.8,784.3,488.7,724.5,719.2,2042.7,1180.3,505.4,581.4,749.4,709.1,1380.2,539.7,1141.2,1214.1,646.2,534.0,508.0,859.5,702.4,1486.8,264.3,802.8,1078.0,1437.5,1280.7,1604.3,746.6,2167.7,278.0,485.1,436.0,878.1,1536.5,1055.2,372.5,801.0,1024.4,1175.6,859.0,1456.9,24.4,531.1,378.0,1396.8,1812.4,1166.9,716.8,462.0,690.5,1103.2,834.6,778.0,446.9,1101.2,799.6,1087.4,1147.6,879.1,1782.6,1211.4,598.2,1450.6,748.3,469.3,1383.9,620.6,742.2,1206.0,589.6,674.3,1277.0,644.1,991.7,1037.9,709.8,1760.1,727.6,1188.6,1496.9,873.6,852.8,1226.8,1105.5,1101.2,325.9,1016.7,1318.1,563.9,1320.6,172.7,476.5,1163.2,1011.2,855.7,1004.8,1151.5,1774.2,1291.0,1767.5,1497.5,1299.9,665.3,719.2,978.0,1338.4,1261.0,491.3,1199.8,631.5,1242.9,629.4,1683.8,1630.5,1075.5,789.6,1502.1,1366.8,955.7,1007.7,1318.6,282.7,1100.9,737.6,998.5,0.0,797.4,770.8,1737.5,934.7,1411.8,689.6,1174.6,1778.3,594.8,572.0,2140.7,1175.5,878.5,1623.9,1247.1,1285.3,916.6,1305.0,1068.5,765.6,1816.6,602.1,1804.3,932.5,1701.8,1371.1,704.6,1216.9,1111.0
